Title,Year,Genre,Rated,Plot
Modern Problems,1981,"Comedy, Fantasy, Sci-Fi",PG,"Air traffic controller Max Fiedler is unhappy with his career and his second marriage. An exposure to toxic waste gives him the power of telekinesis. He comes to a crossroads at a beachhouse he shares with his wife, his ex, and a voodoo priestess."
"The Looney, Looney, Looney Bugs Bunny Movie",1981,"Animation, Comedy, Crime",G,"This is the second feature-length film containing classic Warner Brothers cartoons linked together by newly animated footage. It is divided into three parts, all of which are being shown in a theater as part of a film ceremony honoring the classic Looney Tunes characters. Part 1 involves Yosemite Sam's pact with the Devil to exchange his place in Hell with Bugs Bunny, provided that Sam can lure Bugs into sin and then kill him. Part 2 is a parody of TV crime-fighting dramas as Bugs is selected by law-enforcement to find and apprehend gangster Rocky, who has kidnaped Tweety Bird for a ransom. Part 3 is an Academy Awards-like contest in which various classic cartoon shorts are showcased."
The Hand,1981,"Drama, Horror, Thriller",R,"Jon Lansdale is a comic book artist who loses his right hand in a car accident. The hand was not found at the scene of the accident, but it soon returns by itself to follow Jon around, and murder those who anger him."
Gregory's Girl,1980,"Comedy, Drama, Romance",PG,"In his Scottish New Town home, gangling Gregory and his school-friends are starting to find out about girls. He fancies Dorothy, not least because she has got into the football team - and is a better player than him. He finally asks her out, but it is obviously the females in control of matters here, and that very much includes Gregory's younger sister."
Gallipoli,1981,"Adventure, Drama, History",PG,"The story of a group of young Australian men who leave their various backgrounds behind and sign up to join the ANZACs in World War I. They are sent to Gallipoli, where they encounter the resolute Turkish army."
Galaxy of Terror,1981,"Action, Adventure, Horror",R,"A spacecraft travels to a distant planet to rescue the crew of another spaceship that crashed, but their own craft, damaged in the landing, needs repair. Baelon commands the rescue team formed of his rival Cabren, Alluma, Dameia, Quuhod and the rookie Cos. While looking for but not finding survivors from the former expedition, Cos is murdered; however, they cannot leave the planet due to a projected electromagnetic field. Commander Ilvar joins the team to search for the cause of the interference, while Captain Trantor, technician Ranger and cook Kore stay in the craft. One by one, rescue team members are killed in weird situations materialized from their own fears by an ancient alien pyramid."
The Four Seasons,1981,"Comedy, Drama",PG,"Three middle-aged wealthy couples take vacations together in Spring, Summer, Autumn and Winter. Along the way we are treated to mid-life, marital, parental and other crises."
First Monday in October,1981,"Comedy, Drama",R,"Ruth Loomis becomes the first woman appointed to the United States Supreme Court. A staunch conservative, she immediately runs into conflict with Dan Snow, the high court's resident liberal. Although, they never agree on the issues before the Court, they develop a respect and affection for one another after several comedic encounters."
The Fan,1981,"Drama, Horror, Thriller",R,Douglas is a lonesome record salesman and a true fan of the actress Sally Ross. Every day he writes her gleaming letters of love. But the only response he gets are formal letters. So his love turns into hatred.
Continental Divide,1981,"Comedy, Romance",PG,"Ernie Souchak (John Belushi), a tough Chicago reporter, gets a little too close to the Mob, and is assaulted by two crooked police officers sent by a crooked councilman, and ends up in the hospital. To take the heat off of him, his editor sends him to Colorado to investigate an eagle researcher ('Blair Brown'). Sparring partners at first, the pair eventually fall in love, but Souchak must return to Chicago when one of his sources is mysteriously killed."
Clash of the Titans,1981,"Action, Adventure, Family",PG,"Perseus is the favored son of the god Zeus, but he has unwittingly ticked off the sea goddess Thetis. Just to make things worse, Perseus falls in love with the lovely Princess Andromeda, who used to be engaged to Thetis's son. Soon Perseus is off on one quest after another, with Zeus helping, Thetis hindering, and lots of innocent bystanders getting stabbed, drowned, and squished."
Caveman,1981,"Comedy, Romance",PG,"A simple caveman accidently becomes leader of a clan of cavemisfits and outcasts. But he ultimately wants to outsmart the bigger, stronger leader of his former clan and win the affection of a beautiful cavewoman."
Carbon Copy,1981,"Comedy, Drama",PG,"A white corporate executive is surprised to discover that he has a black teen-age son who can't wait to be adopted into the, almost-exclusively-white community of, San Marino, California."
The Burning,1981,Horror,R,"A janitor at a summer camp is accidently burned severely from a prank. Years later, he is released from an institute, and returns to the camp with a pair of hedge clippers to take revenge on the campers."
Blow Out,1981,"Mystery, Thriller",R,"This stylish Brian De Palma thriller plays off the theme of the unsuspecting witness who discovers a crime and is thereby put in grave danger, but with a novel twist. Jack Terry is a master sound recordist who works on grade-B horror movies. Late one evening, he is recording sounds for use in his movies when he hears something unexpected through his sound equipment and records it. Curiosity gets the better of him when the media become involved, and he begins to unravel the pieces of a nefarious conspiracy. As he struggles to survive against his shadowy enemies and expose the truth, he does not know whom he can trust."
Absence of Malice,1981,"Drama, Romance, Thriller",PG,"Mike Gallagher is a Miami liquor wholesaler whose deceased father was a local mobster. The FBI organized crime task force have no evidence that he's involved with the mob but decide to pressure him into perhaps revealing something - anything - about a murder they're sure was a mob hit. They let Megan Carter, a naive but well-meaning journalist, know he is being investigated and Gallagher's name is soon all over the newspaper. Gallagher has an iron-clad alibi for when the murder occurred but won't reveal it to protect his fragile friend Teresa. When Carter publishes her story, tragedy ensues. Needing to make amends, Carter tells Gallagher the source of the first story about him and he sets out to teach the FBI and the Federal Attorney a lesson."
Xanadu,1980,"Fantasy, Musical, Romance",PG,"The Greek muses incarnate themselves on Earth to inspire men to achieve. One of them, incarnated as a girl named Kira, encounters an artist named Sonny Malone. With the help of Danny McGuire, a man Kira had inspired forty years earlier, Sonny builds a huge disco roller rink."
Wholly Moses!,1980,"Comedy, Fantasy",PG,"Harvey and Zoey, two tourists travelling through Israel, discover an ancient scroll describing the life of Herschel, the man who was almost Moses. Herschel receives the command from God to free his people from Egyptian slavery, but Moses keeps blundering by and taking all the credit. Several other biblical stories, such as Lot and his wife, David and Goliath, and the miracles of Jesus, are also parodied in this story of the life of a man trying to follow the path to God, but somehow always seeming to lose his way."
Urban Cowboy,1980,"Drama, Romance, Western",PG,"Bud Davis is a country boy who moves to the city to visit his uncle and his family. He starts hanging out at Gilley's, the popular nightclub owned by Mickey Gilley himself. He takes a job at the oil refinery where his uncle works, hoping to save enough money to buy some land. He also meets a cowgirl named Sissy, they dance together, fall in love and suddenly get married. And then their marriage is shattered when Bud sees Sissy allegedly seeing con man Wes, who teaches her how to ride the mechanical bull... and plans to rob Gilley's. When a bull-riding contest at Gilley's is announced, Bud decides to sign up. Can he win the contest and save his marriage to Sissy?"
Stir Crazy,1980,"Comedy, Crime",R,Skip and Harry are framed for a bank robbery and end up in a western prison. The two eastern boys are having difficulty adjusting to the new life until the warden finds that Skip has a natural talent for riding broncos with the inter-prison rodeo coming up.
Smokey and the Bandit II,1980,"Action, Comedy",PG,"It's been a few years since Cletus and the Bandit made their famous 28-hour run to Texas for a few cases of Coors. Bandit is now a washed-up has-been living in the past, until Big Enos and Little Enos make him another offer: Transport a live Elephant across country in 3 days or less."
Shogun Assassin,1980,"Action, Adventure",R,"Long ago there was a great samurai warrior who served his Shogun honorably. The Shogun however grew paranoid as he became more and more senile. The Shogun sought to destroy all those who might stand to oppose his rule, and so he sent his ninja spies to the samurai's home. The ninjas failed to kill the samurai, but did kill his beloved wife. From then on, the samurai swore on his honor to seek out the Shogun and avenge the death of his love. The samurai roams the countryside with his toddler son taking on mercenary work for money until the final battle with the Shogun's three Masters of Death."
The Young Master,1980,"Action, Adventure, Comedy",PG-13,"After failing his fellow students in a Lion Dance competition, Dragon (Jackie Chan) is sent away from his school in disgrace, on the condition that he must find his errant brother. Much martial arts mayhem and mistaken-identity silliness ensue."
Serial,1980,Comedy,R,"It's the end of the '70s. Hippies are assimilating, women are raising their consciousness, and men are becoming confused and ineffectual. Don't expect to be able to keep track of all the names or who's sleeping with whom; the picture very skillfully conveys the hopeless muddle through which the many characters move as they try to Find Themselves."
Seems Like Old Times,1980,"Comedy, Romance",PG,"Writer Nick Gardenia is kidnapped from his California cliffhouse and forced to rob a bank. Now a fugitive, he seeks help from his ex, Glenda. She is a public defender remarried to a prosecutor, and we get a houseful of hijinks."
Scanners,1981,"Horror, Sci-Fi, Thriller",R,"Darryl Revok is the most powerful of all the scanners, and is the head of the underground scanner movement for world domination. Scanners have great psychic power, strong enough to control minds; they can inflict enormous pain/damage on their victims. Doctor Paul Ruth finds a scanner that Revok hasn't, and converts him to their cause - to destroy the underground movement."
Return of the Secaucus Seven,1979,Drama,R,"The Secaucus 7 of the film's title are seven friends who, during their college days, were arrested in New Jersey on their way to a protest in Washington. The film takes place ten years after all that, as the friends gather at the home of Mike and Katie, now schoolteachers in New Hampshire, bringing with them old problems and new: Maura has left Jeff and seeks consolation with his best friend, J.T.; J.T., arguably the least successful of the friends, finally gets the courage to move to Los Angeles to start a career as a songwriter; Irene brings her new boyfriend along, hoping he'll like and be liked by her friends and expecting them to challenge him for his more-conservative politics; and more. This is the film that inspired ""The Big Chill."""
The Wanderers,1979,Drama,R,"Set against the urban jungle of 1963 New York's gangland subculture, this coming of age teenage movie is set around the Italian gang the Wanderers. Slight comedy, slight High School angst and every bit entertaining with its classic 1950's Rock n' Roll soundtrack such as ""Walk Like a Man"", ""Big Girls Don't Cry"" by The Four Seasons and ""My Boyfriend's Back"" by The Angels. Focusing around a football game where the different gangs play with and against each other, then at its grand finale, come together in a mass of union to defend their honour and their turf. Nostalgic stuff and above all a Rock n' Roll retrospective on a grand musical era. Timeless."
Tom Horn,1980,"Crime, Drama, Romance",R,A renowned former army scout is hired by ranchers to hunt down rustlers but finds himself on trial for the murder of a boy when he carries out his job too well. Tom Horn finds that the simple skills he knows are of no help in dealing with the ambitions of ranchers and corrupt officials as progress marches over him and the old west.
Time After Time,1979,"Adventure, Drama, Sci-Fi",PG,"It's 1893 London. Futurist H.G. Wells believes that the future holds a Utopian society. He also believes in time travel. He has just built a time machine which he is displaying to a group of skeptical friends, including surgeon Dr. John Leslie Stevenson. Unbeknown to Wells or anyone else among that circle, Stevenson is better known to the public as Jack the Ripper. Just as the police are about to capture Stevenson, he uses the time machine to escape, with Wells being the only one who knows what happened to him. Not telling anyone except his trusting housekeeper, Wells follows Stevenson in order to capture and bring him back to face justice. Where Stevenson has gone is 1979 San Francisco. There, Wells is dismayed to find that the future is not Utopia as he had predicted. But Wells is also picked up by a young woman named Amy Robbins. As Wells and Amy search for Stevenson, Stevenson conversely is after Wells to obtain the master key to the time machine. As Stevenson continues his murderous ways, he will stop at nothing to achieve his desires, which places Amy in danger."
The Rose,1979,"Drama, Music, Romance",R,"Bette Midler plays The Rose, a female rock star strikingly similar to Janis Joplin. The film follows Rose's career during her last tour, as she's determined to return to her Florida hometown. Although a success, she's exhausted and lonely but continued working by her gruff and greedy manager. Though loud and brassy, Rose is an insecure alcoholic and former drug user who seems to crave approval in her life. She begins a romance with a limousine driver, who's actually an AWOL sergeant from the United States Army. Her rock and roll lifestyle of Drugs, Sex, and Rock and Roll and constant touring lead her to an inevitable breakdown."
Zombie Holocaust,1980,Horror,R,"The members of an expedition in search for the last faithful of Kito, the cannibal god, land on a small island in the Moluccas (East Indies) and are soon hunted by cannibals and zombies, these being created by a sinister Doctor O'Brien who is experimenting with corpses. Suzan, a sexy lady in the expedition team, eventually takes a hold on things, as she is accepted as queen of the cannibals, and direct them against the mad scientist and his army of zombies."
The Onion Field,1979,"Crime, Drama",R,"Greg Powell is a disturbed ex-con who recruits Jimmy Smith (aka Jimmy Youngblood), a petty thief, as his partner in crime. Powell panics one night when the two of them are pulled over by a pair of cops for broken brake-lights. Powell decides to kidnap the cops and Smith, as always, reluctantly goes along with Powell's crazy scheme. The group drives out to a deserted onion field in Bakersfield, California and one officer is shot while the other escapes. The remainder of the film explores the nature of the American justice system, as well as the devastating psychological effects of this event and the trial on the surviving officer."
Nosferatu the Vampyre,1979,Horror,PG,"Jonathan Harker is sent away to Count Dracula's castle to sell him a house in Wismar where Jonathan lives. But Count Dracula is a vampire, an undead ghoul living off of men's blood. Inspired by a photograph of Lucy Harker, Jonathan's wife, Dracula moves to Wismar, bringing with him death and plague... An unusually contemplative version of Dracula, in which the vampire bears the curse of not being able to get old and die."
The Main Event,1979,"Comedy, Romance, Sport",PG,"Hillary Kramer, successful Perfume magnate awakes one morning to find that her accountant has robbed her blind and left for South America. Going through all of her remaining assets she finds a boxer, purchased as a tax write off. She decides to take Kid Natural, (Eddie Scanlon) who is much more at home giving driving lessons, into the ring and use him as her key to riches. Eddie thinks this will only get him killed and resists."
A Little Romance,1979,"Adventure, Comedy, Romance",PG,"A French boy (Daniel) and an American girl (Lauren), who goes to school in Paris, meet and begin a little romance. They befriend Julius who enchants them with his storytelling. In an attempt to ensure the teens' love forever, the three journey to Venice."
The Great Train Robbery,1978,"Adventure, Crime, Drama",PG,"Sutherland and Connery wish to rob a moving train's safe in Victorian England. They need wax impressions of keys, coffins, dead cats, and a great deal of planning in order to pull it off."
The Electric Horseman,1979,"Comedy, Drama, Romance",PG,"Sonny Steele used to be a rodeo star, but his next appearance is to be on a Las Vegas stage, wearing a suit covered in lights, advertising a breakfast cereal. When he finds out they are going drug the horse in case its too frisky, he rides off into the desert..."
The Black Stallion,1979,"Adventure, Family, Sport",G,"While traveling with his father, young Alec becomes fascinated by a mysterious Arabian stallion who is brought on board and stabled in the ship he is sailing on. When it tragically sinks both he and the horse survive only to be stranded on a desert island. He befriends it, so when finally rescued, both return to his home where they soon meet Henry Dailey, a once-successful trainer. Together they begin training the stallion to race against the fastest horses in the world."
1941,1979,"Action, Comedy, War",PG,"Hysteria grips California in the wake of the bombing of Pearl Harbor. An assorted group of defenders attempt to make the coast defensible against an imagined Japanese invasion, in this big budget, big cast comedy. Members of a Japanese submarine crew scout out the madness, along with a Captain in Germany's Kreigsmarine (Navy)."
10,1979,"Comedy, Romance",R,"Forty-two year old famed composer/playwright George Webber is going through a midlife crisis. He is seriously dating thirty-eight year old actress/singer Samantha Taylor, who he loves, although he admits their connection is more intellectual than it is emotional. She, in turn, loves him, despite barely tolerating his often infantile behavior. This behavior includes spying on a neighbor's sexual encounters with a wide array of women, this spying about which the neighbor knows, as he does it himself. Driving one day, George spots a young woman who he believes is the most beautiful creature he's ever seen - an ""eleven"" on a scale of ten, tens which he didn't believe existed before her. Beyond the fact that she is probably half his age, a problem with George's infatuation is that she is just off to her own wedding. George and Sam's relationship takes a hit with an argument which is further exacerbated by a series of misunderstandings. As such, George decides to pursue the woman of his dreams with all his energy. He learns her name is Jenny Miles, now married Jenny Hanley, and he is able to follow her to a Mexican resort where she and her husband David Hanley are honeymooning. In his pursuit of Jenny, his encounter with a lonely woman named Mary Lewis who is vacationing at the resort, and his discussions with his gay lyricist Hugh concerning his relationship with his much younger trophy husband Larry, George may come to a clearer picture of what he is doing in Mexico, and how he truly feels about Sam."
The Wiz,1978,"Adventure, Family, Fantasy",G,"Dorothy, a twenty-four-year-old kindergarten teacher, born; raised; and still working in Harlem, is celebrating Thanksgiving with her extended family, but she doesn't seem to be thankful for much in life. She lives a self-imposed sheltered life; she is shy and unfulfilled. Things change for her when she is caught in a snowstorm while chasing after her dog, Toto. They are transported to the mysterious Land of Oz, where she is informed that the only possible way to find her way back home is through the assistance of the powerful wizard in Emerald City. As she goes searching for him, she befriends some creatures who are facing problems in life just as she is. In their quest to find and get help from the wizard, they also face Evillene, the equally evil sister of Evermean, the wicked witch, whom Dorothy inadvertently killed when she arrived in Oz, and who may be their biggest obstacle in achieving their goals."
Sgt. Pepper's Lonely Hearts Club Band,1978,"Adventure, Comedy, Fantasy",PG,"Ever since they were sent into WWI battle in 1918, Sgt. Pepper and his Lonely Hearts Club Band of Heartland, USA have been spreading the message of joy and love to the world, which has made them and Heartland famous. Upon Sgt. Pepper's death in 1958, the band's instruments have been housed on display at Heartland City Hall as symbols of that love and joy. Before his death, Sgt. Pepper asked his adolescent grandson Billy Shears to take on the reigns of forming his own band to continue to spread the message of joy and love. With Billy's brother Dougie Shears as their manager, Billy, now an adult, and his three best friends - brothers Mark, Dave and Bob Henderson - embark on their lives as a new Lonely Hearts Club Band. They quickly come to the attention of Hollywood music producer B.D. Hoffler Of B.D. (Big Deal) Records. With the boys off to Hollywood to spread the words of joy and love to the world, enter into Heartland the evil and demented Mr. Mustard, an ex-real estate agent who wants to take over Heartland by destroying what made it famous. To do so, he plans to steal the instruments in city hall, and promote the music of the F.V.B. (Future Villain Band) in place of the Lonely Hearts Club Band. With Billy's hometown girlfriend Strawberry Fields at their sides, the boys try to thwart Mustard's dastardly plan at their own peril while still trying to spread their own message of love and joy to the world."
"Same Time, Next Year",1978,"Comedy, Drama, Romance",PG,"A man and woman meet by chance at a romantic inn over dinner. Although both are married to others, they find themselves in the same bed the next morning questioning how this could have happened. They agree to meet on the same weekend each year. Originally a stage play, the two are seen changing, years apart, always in the same room in different scenes. Each of them always appears on schedule, but as time goes on each has some personal crisis that the other helps them through, often without both of them understanding what is going on."
The Last Waltz,1978,"Documentary, Music",PG,"Thanksgiving, 1976, San Francisco's Winterland: the Band performs its last concert after 16 years on the road. Some numbers they do alone, some songs include guest artists from Ronnie Hawkins (their first boss, when they were the Hawks) to Bob Dylan (their last, when as his backup and as a solo group, they came into their own). Scorsese's camera explores the interactions onstage in the making of music. Offstage, he interviews the Band's five members, focusing on the nature of life on the road. The friendships, the harmonies, the hijinks, and the wear and tear add up to a last waltz."
The Hills Have Eyes,1977,"Horror, Thriller",R,"A family going to California accidentally goes through an Air Testing range closed to the public. They crash and are stranded in a desert. They are being stalked by a group of people, which have not emerged into modern times."
Every Which Way But Loose,1978,"Action, Comedy",PG,"Philo Beddoe is an easy-going trucker and a great fist-fighter. With two friends - Orville, who promotes prize-fights for him, and Clyde, the orangutan he won on a bet - he roams the San Fernando Valley in search of cold beer, country music and the occasional punch-up. But he is floored himself by a dainty little country and western singer, who gives him the slip when she realizes he's getting too serious. Phil, Clyde and Orville set off in pursuit, pestered by bikers."
Convoy,1978,"Action, Drama",PG,"While driving through the Arizona desert, Albuquerque based independent trucker Martin Penwald - who goes by the handle ""Rubber Duck"" - along with his fellow truckers ""Pig Pen"" and ""Spider Mike"", are entrapped by unscrupulous Sheriff Lyle ""Cottonmouth"" Wallace using a key tool of the trucker's trade, the citizens' band (CB) radio. Rubber Duck and Cottonmouth have a long, antagonistic history. When this encounter later escalates into a more physical one as Cottonmouth threatens Spider Mike, a man who just wants to get home to his pregnant wife, Rubber Duck and other the truckers involved, including Spider Mike, Pig Pen and ""Widow Woman"", go on the run, figuring the best thing to do being to head to New Mexico to avoid prosecution. Along for the ride is Melissa, a beautiful photographer who just wanted a ride to the airport. As news of what happened spreads over the CB airwaves, other truckers join their convoy as a show of support. Cottonmouth rallies other law enforcement officers throughout the southwest, they who soon learn that stopping Rubber Duck, the face of the now highly public standoff, is not as easy as shooting him and the truck due to his highly explosive cargo. As the standoff escalates, New Mexico Governor Jerry Haskins joins the fray, he who sees the strong public support for the truckers being something on which he can capitalize politically."
The Big Sleep,1978,"Crime, Drama, Mystery",R,"Philip Marlowe is asked by the elderly (and near death) General Sternwood to investigate an attempt at blackmail on one of his daughters. He soon finds that the attempt is halfhearted at best and seems to be more connected with the disappearance of the other daughter's husband, Rusty Regan. Rusty's wife, seems unconcerned with his disappearance, further complicating the mystery. Only General Sternwood seems concerned as mobsters and hired killers continue to appear in the path of the investigation."
Smokey and the Bandit,1977,"Action, Comedy",PG,"Bandit and Cledus are two truck-driving southerners who accept a dare from big-shots Big and Little Enos to pick up a truckload of beer from Texas and return it to them within a specified amount of time. Picking it up is simple enough, but as they are leaving Texas, Bandit unwittingly picks up Carrie, a hitchhiking bride-to-be who just left her groom, Junior, at the altar. Junior, however, is the son of Sheriff Buford T. Justice. And when Buford and Junior discover what has happened, they go on a ""high-speed pursuit"" across the Southeast to catch the bandit."
Slap Shot,1977,"Comedy, Drama, Sport",R,"Located in the US Rust Belt, Charlestown is home of the hapless Chiefs, a losing Federal League hockey team whose games are poorly attended. To make money, the team's unknown owner makes its manager, Joe McGrath, do cheesy publicity much to the players' chagrin. Rumors abound among the players that if the local mill closes, the team will fold. Just before the official announcement is made, the team's aging player/coach, Reggie Dunlop, does get wind that the mill is indeed closing and that this season will be the team's last. Beyond efforts to reconcile with his wife Francine, who loves Reggie but doesn't love his career, Reggie begins to focus on how to renew interest in the team for a possible sale as he knows if the team folds, his hockey career is over. Without telling anyone of his plan, he begins a rumor that the owner is negotiating a sale with a city in Florida. He also decides that ""goon"" hockey - most especially using the untapped talents of the recently acquired childlike but quietly menacing Hanson brothers - is the way to renew local interest. It works as the team begins to attract new fans, sell out games, sell out away games attended largely by their groupies, and win, which does fuel the rumor of a sale. The one team member who doesn't like this new style is Ned Braden, a college graduate who plays the game solely because he loves it. His hockey career is against the wishes of his tomboyish wife, Lily, who hates everything about Charlestown and being a hockey wife. Reggie's goal of winning the league championship and having the team sold takes a turn when he finally meets the team's owner and discovers the owner's motivations. Ned, with his own views of what is right and wrong in hockey, may come up with an unexpected way to achieve all their goals."
Saturday Night Fever,1977,"Drama, Music",R,"Nineteen-year-old Brooklyn native Tony Manero lives for Saturday nights at the local disco, where he's king of the club, thanks to his stylish moves on the dance floor. But outside of the club, things don't look so rosy. At home, Tony fights constantly with his father and has to compete with his family's starry-eyed view of his older brother, a priest. Nor can he find satisfaction at his dead-end job at a small paint store. However, things begin to change when he spies Stephanie Mangano in the disco and starts training with her for the club's dance competition. Stephanie dreams of the world beyond Brooklyn, and her plans to move to Manhattan just over the bridge soon change Tony's life forever."
Rabid,1977,"Horror, Sci-Fi",R,"In Camelford, while swinging his van across a narrow road to make a u-turn, a driver stalls the vehicle that does not restart. Hart Read is driving his motorcycle with his girlfriend Rose and he drives off the road to avoid the collision. Hart suffers minor injuries while Rosie is injured and burned by the flames when the motorcycle explodes. The ambulance from the nearby Keloid Clinic for Plastic Surgery brings the couple and Rose, who is in coma, is submitted to an emergency surgery and to an experimental plastic-surgery technique by Dr. Dan Keloid to retrieve her skin in the chest and abdomen. Hart is discharged but Rose stays in coma in the intensive care unit (ICU) to recover. Out of the blue, Rose awakens from her coma one month later and screams. A nurse helps her but is wounded by her and then he cannot remember what has happened. He is sent to a hospital in Montreal while Rose realizes that she needs to feed with blood. However her victims become zombie-like creatures. Rose flees from the clinic to Montreal to meet her friend Mindy Kent spreading her infection in the big city. Meanwhile Hart is seeking for her."
"Oh, God!",1977,"Comedy, Fantasy",PG,"Married to Bobbie Landers with two preteen children, Adam and Becky Lambert, they living in Tarzana, California, mild manned Jerry Lambert is a hard working assistant manager at a Food World supermarket outlet, he who is always trying to do his best at his job. What is his generally uneventful life takes a turn when he receives a hand delivered note in the mail to attend an interview with God. Believing it a gag from his friend Artie Coogan, Jerry decides to go to the interview based on circumstances which compel him to do so. Based on further circumstances of the interview, Jerry, despite not being a religious person, ultimately does believe that who he meets with - initially only a voice - is indeed God, who eventually does show himself in a physical form to Jerry. God wants Jerry to be his messenger - much like a present day Moses - to pass along to the human race that ""he"" has provided all the necessary components of a successful existence, and it is up to the human race to do with those components as they believe fit to reach that success. God came at this time because of his disappointment with the current state of the world. He also chose Jerry as his messenger because of Jerry being a decent person. Jerry tries to convey the message as best as he can, but runs into one roadblock after another. Once Jerry does gain a wider audience, he is treated as a crazy person and/or a fanatic, those opinions which affect his and his family's life. Jerry believes he has no other option but to continue to do this job for God despite these negative effects. It may take him getting a meeting with so called experts - theologians - before he is taken seriously, or not, as some of those, such as Reverend Willie Williams, God knows is using religion for their own as opposed to societal benefit."
Looking for Mr. Goodbar,1977,"Drama, Romance",R,Theresa is a successful teacher of deaf children during the day but after a short unhappy affair starts to spend her nights cruising bars. Her craving first for sex but later also for drugs leads into increasingly demeaning and dangerous situations completely at odds with her daytime commitment to her children.
Equus,1977,"Drama, Mystery",R,"A psychiatrist, Martin Dysart, investigates the savage blinding of six horses with a metal spike in a stable in Hampshire, England. The atrocity was committed by an unassuming seventeen-year-old stable boy named Alan Strang, the only son of an opinionated but inwardly-timid father and a genteel, religious mother. As Dysart exposes the truths behind the boy's demons, he finds himself face-to-face with his own."
